,Data Source,Import/Export,Date,HS Code,Product Description,Purchaser,Supplier,Weight,Quantity,Amount,Destination,Origin,Product,Month/Year
81,All of Vietnam,Export,2024-05-14,20089990.0,XTWIS5#&Xoài sấy dẻo - Dried Mango Bulk (5kg/bag); Hàng mới 100%#&VN,"Tianjin Weizhiyuan International Trade Co., Ltd",CTCP Công Nghệ Thực Phẩm Lương Gia,,8.0,4.6,China,Vietnam,Xoài sấy,2024-05
82,All of Vietnam,Export,2024-05-14,20089990.0,XTWIS#&Xoài sấy dẻo - Dried Mango (80g); Hàng mới 100%#&VN,"Tianjin Weizhiyuan International Trade Co., Ltd",CTCP Công Nghệ Thực Phẩm Lương Gia,,66000.0,634.5,China,Vietnam,Xoài sấy,2024-05
83,All of Vietnam,Export,2024-02-27,8045022.0,"Xoài sấy khô - Dried Mango, Qui cách đóng gói 1kg/bag, 20 bag/carton#&VN",Ooo Td Endaksi,CTCP Tập Đoàn Good Farmers,,3120.0,320.0,Russia,Vietnam,Xoài sấy,2024-02
84,All of Vietnam,Export,2024-05-14,8109099.0,"Xoài sấy khô 10-20 Gr/cái DRIED MANGO quy cách đóng gói 0,2 kg/túi x 100 túi/carton/20 kgs.1 carton.Hàng mới 100%#&VN",Creation Will Trading Limited,Công ty TNHH Jade Royal Seafood,,20.0,2.4,Vietnam,Vietnam,Xoài sấy,2024-05
85,All of Vietnam,Export,2024-02-27,8045022.0,"Xoài sấy khô - Dried Mango, Qui cách đóng gói 0.5kg/bag, 40 bag/carton#&VN",Ooo Td Endaksi,CTCP Tập Đoàn Good Farmers,,3120.0,320.0,Russia,Vietnam,Xoài sấy,2024-02
86,All of Vietnam,Export,2024-05-13,8109099.0,"""SOFT DRIED MANGO - XOÀI SẤY DẺO (0.5 KG/BAG) , NSX: TRI DUC SERVICE - TRADING - PRODUCTION COMPANY LIMITED, HÀNG QUÀ TẶNG MỚI 100%.""#&VN",Huong Nguyen,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,1.0,0.1,Vietnam,Vietnam,Xoài sấy,2024-05
87,All of Vietnam,Export,2024-05-13,20079990.0,"DRIED MANGO, WEIGHT: 0.5KG/BAG, MANUFACTURER: KHANH DAO - XOÀI SẤY ,-HÀNG QUÀ TẶNG, MỚI 100%#&VN",Jenny Quach,Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,,1.0,0.1,Sweden,Vietnam,Xoài sấy,2024-05
88,All of Vietnam,Export,2024-02-27,8045022.0,"Xoài sấy khô - Dried Mango, Qui cách đóng gói 1kg/bag, 20 bag/carton#&VN",Ooo Td Endaksi,CTCP Tập Đoàn Good Farmers,,3120.0,320.0,Russia,Vietnam,Xoài sấy,2024-02
89,All of Vietnam,Export,2024-02-06,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 5kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2892.8,Russia,Vietnam,Xoài sấy,2024-02
90,All of Vietnam,Export,2024-02-06,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 5kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2892.8,Russia,Vietnam,Xoài sấy,2024-02
91,All of Vietnam,Export,2024-02-05,8045022.0,"Xoài sấy dẻo - DRIED MANGO (140G x 20BAGS/CARTON) 2.8kg/thùng, không nhãn hiệu, hàng mới 100%#&VN","Anmin Co., Ltd.",Cty Tnhh Mtv Viễn Hồng,,110.0,74.1,Hong Kong,Vietnam,Xoài sấy,2024-02
92,All of Vietnam,Export,2024-05-11,20079990.0,"DRIED MANGO, PN NUMBER: 240499766496, WEIGHT: 0.5KG/BAG, MANUFACTURER: HO TAN LINH , TÊN HÀNG TIẾNG VIỆT: XOÀI SẤY, HÀNG TẶNG MỚI 100%#&VN",Polished Luxury Nail Salon,Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,,9.0,1.1,United States of America,Vietnam,Xoài sấy,2024-05
93,All of Vietnam,Export,2024-05-11,20060000.0,"Xoài sấy dẻo - DRIED MANGO, 1000 Cartons (20kg/ctn); Hàng mới 100%#&VN",Individual Entrepreneur Shevchenko Olga Valerievna,CTCP Thực Phẩm Nhiệt Đới Lifefoods,,20000.0,2124.2,Russia,Vietnam,Xoài sấy,2024-05
94,All of Vietnam,Export,2024-01-19,8045022.0,"Xoài sấy khô dẻo (Dried mango), 200g/túi. Hàng mới 100%#&VN",Fortunalogistic Ltd.,Công ty TNHH Olmish Asia Food,,2440.0,518.1,Vietnam,Vietnam,Xoài sấy,2024-01
95,All of Vietnam,Export,2024-05-10,8134090.0,"""DRIED MANGO: XOÀI SẤY DẺO (500G/BAG) MANUFACTURER: THUAN HANH FACILITY -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Vy Luc,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,10.0,0.4,Vietnam,Vietnam,Xoài sấy,2024-05
96,All of Vietnam,Export,2024-05-10,20060000.0,"Xoài lát sấy khô ( đã tẩm đường) - DRIED MANGO SLICES 5OZ*24 túi/thùng, Hàng mới 100%#&VN",Expo Commodities Dmcc,Công ty TNHH MTV Tam Ngọc,,20039.04,2025.5,United Arab Emirates,Vietnam,Xoài sấy,2024-05
97,All of Vietnam,Export,2024-01-19,8045022.0,"Xoài sấy khô dẻo (Dried mango), 500g/túi. Hàng mới 100%#&VN",Fortunalogistic Ltd.,Công ty TNHH Olmish Asia Food,,5360.0,996.2,Vietnam,Vietnam,Xoài sấy,2024-01
98,All of Vietnam,Export,2024-05-09,20079990.0,"""DRIED MANGO: XOÀI SẤY DẺO, 4KG/BAG SONG PHUC PRODUCTION FACILITY -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Duc Phan,CTCP Thương Mại Và Dịch Vụ T&S,,2.0,0.3,United States of America,Vietnam,Xoài sấy,2024-05
99,All of Vietnam,Export,2024-01-03,8045022.0,"Xoài sấy dẻo - DRIED MANGO (140G x 20BAGS/CARTON) 2.8kg/thùng, không nhãn hiệu, hàng mới 100%#&VN","Anmin Co., Ltd.",Cty Tnhh Mtv Viễn Hồng,,200.0,133.8,Hong Kong,Vietnam,Xoài sấy,2024-01
100,All of Vietnam,Export,2024-05-09,20079990.0,"SOFT DRIED MANGO 900G/BAG - XOÀI SẤY DẺO THANH LONG CO.,LTD -HÀNG CÁ NHÂN, MỚI 100%#&VN",Thanh Huynh,Công ty TNHH Logasia Scm,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2024-05
101,All of Vietnam,Export,2024-05-09,20079990.0,"SOFT DRIED MANGO 250G/BAG - XOÀI SẤY DẺO THANH LONG CO.,LTD -HÀNG CÁ NHÂN, MỚI 100%#&VN",Thanh Van Huynh,Công ty TNHH Logasia Scm,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2024-05
102,All of Vietnam,Export,2024-05-09,8134090.0,"""DRIED MANGO - XOÀI SẤY DẺO- 1KG/BAG ,MNF: HEBEKERY - FOODS CARE OF HEALTH AND BEAUTY ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Trang Tran,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,1.0,0.1,Vietnam,Vietnam,Xoài sấy,2024-05
103,All of Vietnam,Export,2024-05-09,20089990.0,"Xoài sấy (Dried Mango), quy cách đóng gói: 30 Pack*250 Gram/Box. Hàng mới 100%#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,937.5,122.6,Lithuania,Vietnam,Xoài sấy,2024-05
104,All of Vietnam,Export,2023-12-13,8045022.0,Xoài sấy dẻo (SOFT DRIED MANGO) đóng 5kg x 4 gói/carton. Hàng mới 100%#&VN,Calbuco S.R.O.,Công ty TNHH Sunrise Ins,,53.0,6766.9,Czechia,Vietnam,Xoài sấy,2023-12
105,All of Vietnam,Export,2023-12-07,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2724.8,Russia,Vietnam,Xoài sấy,2023-12
106,All of Vietnam,Export,2024-05-09,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng gói 16 x 500gram/hũ trong thùng. Hàng do Việt Nam sản xuất#&VN,Condiprod Com Srl,Công ty TNHH Sunrise Ins,,1000.0,134.5,Moldova,Vietnam,Xoài sấy,2024-05
107,All of Vietnam,Export,2024-05-09,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng gói 40 x 500gram/túi Zip trong thùng. Hàng do Việt Nam sản xuất#&VN,Condiprod Com Srl,Công ty TNHH Sunrise Ins,,3000.0,388.5,Moldova,Vietnam,Xoài sấy,2024-05
108,All of Vietnam,Export,2024-05-09,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng gói 80 x 250gram/túi Zip trong thùng. Hàng do Việt Nam sản xuất#&VN,Condiprod Com Srl,Công ty TNHH Sunrise Ins,,2000.0,264.0,Moldova,Vietnam,Xoài sấy,2024-05
109,All of Vietnam,Export,2024-05-09,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng gói 4 x 5000gram/túi PE trong thùng. Hàng do Việt Nam sản xuất#&VN,Condiprod Com Srl,Công ty TNHH Sunrise Ins,,2000.0,249.9,Moldova,Vietnam,Xoài sấy,2024-05
110,All of Vietnam,Export,2023-11-28,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2720.2,Russia,Vietnam,Xoài sấy,2023-11
111,All of Vietnam,Export,2023-11-28,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2720.2,Russia,Vietnam,Xoài sấy,2023-11
112,All of Vietnam,Export,2023-11-25,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 150gram/túi Zip x 50/carton. Hàng mới 100%#&VN,Aidigo Ooo,Công ty TNHH Sunrise Ins,,13005.0,1935.0,Russia,Vietnam,Xoài sấy,2023-11
113,All of Vietnam,Export,2023-11-15,8045022.0,"Xoài sấy khô dẻo (Good Dried Mango 95%), 80g/túi. Hàng mới 100%#&VN","Sunwoo International Co.,Ltd",Công ty TNHH Olmish Asia Food,,2000.0,21.3,South Korea,Vietnam,Xoài sấy,2023-11
114,All of Vietnam,Export,2023-11-15,8045022.0,"Xoài sấy khô dẻo ( Good Dried Mango 100%), 80g/túi. Hàng mới 100%#&VN","Sunwoo International Co.,Ltd",Công ty TNHH Olmish Asia Food,,2000.0,23.2,South Korea,Vietnam,Xoài sấy,2023-11
115,All of Vietnam,Export,2023-11-11,8045022.0,DRIED MANGO - Xoài Sấy khô - 20kg/thùng. XUẤT XỨ 100% VIỆT NAM#&VN,Inside The Pantry Ltd,Công ty TNHH Wahapy,,2000.0,341.6,United Kingdom,Vietnam,Xoài sấy,2023-11
116,All of Vietnam,Export,2024-05-08,8109099.0,"""DRIED MANGO - XOÀI SẤY DẺO (500G/BAG) ,MFG: TUAN LOAN PROCESSING FACILITY ""#&VN",Vo Thi Xuan Hue,Công ty TNHH Dịch Vụ Mkc,,4.0,0.2,Canada,Vietnam,Xoài sấy,2024-05
117,All of Vietnam,Export,2024-05-08,8134090.0,"""DRIED SOFT MANGO - XOÀI SẤY DẺO 500GR/BAG ,MFG: COOPMART CO., LTD HÀNG CÁ NHÂN- MỚI 100%""#&VN",Thanh Tran,Công ty TNHH Gemini Garment Manufacturing,,5.0,0.3,Vietnam,Vietnam,Xoài sấy,2024-05
118,All of Vietnam,Export,2024-05-08,20079990.0,"""DRIED MANGO - XOÀI SẤY DẺO (500G/BAG) MANUFACTURER: NGUYEN HA FOOD CO.,LTD -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Khanh Le,Công ty TNHH Thương Mại Dịch Vụ Tốc Độ Gió,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2024-05
119,All of Vietnam,Export,2024-05-08,20060000.0,"Xoài sấy dẻo-Dried Mango Daniella, đã tẩm đường,quy cách:100g/túi, hiệu:Daniella, hàng mới 100%#&VN",Sweet Daniella,CTCP Công Nghệ Bỉ - Việt,,520.0,11.5,Vietnam,Vietnam,Xoài sấy,2024-05
120,All of Vietnam,Export,2024-05-08,8109099.0,"""DRIED MANGO - XOÀI SẤY DẺO (500G/BAG) - MFGR: HONG LAM JOINT STOCK COMPANY ,HÀNG QUÀ TẶNG- MỚI 100%""#&VN",Lisa Thuy Ngo,Công ty TNHH Thương Mại Dịch Vụ Tốc Độ Gió,,5.0,0.4,Iceland,Vietnam,Xoài sấy,2024-05
121,All of Vietnam,Export,2023-11-09,8045022.0,"Xoài sấy dẻo - Soft dried mango, quy cách: 1000g/gói, hàng mới 100%#&VN",Fiolina Llc,Công ty TNHH MTV Thương Mại Và Dịch Vụ Quốc Tế Thuận Vũ,,4200.0,647.4,Russia,Vietnam,Xoài sấy,2023-11
122,All of Vietnam,Export,2024-05-08,8134090.0,"""DRIED MANGO - XOÀI SẤY, 500G/BAG ,MANUFACTURER: DALAVI CO., LTD ,HÀNG QUÀ TẶNG- MỚI 100%""#&VN",Jenny Le,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,2.0,0.1,Vietnam,Vietnam,Xoài sấy,2024-05
123,All of Vietnam,Export,2023-11-09,8045022.0,"Xoài sấy dẻo - Soft dried mango, quy cách: 500g/gói, hàng mới 100%#&VN",Fiolina Llc,Công ty TNHH MTV Thương Mại Và Dịch Vụ Quốc Tế Thuận Vũ,,2000.0,155.6,Russia,Vietnam,Xoài sấy,2023-11
124,All of Vietnam,Export,2023-11-09,8045022.0,"Xoài sấy dẻo- Dried soft mango, Quy Cách: 100g/túi .Nhãn hiệu: EXPAD. Hàng mới 100%#&VN",Better Living Nutrition Limited,Công ty TNHH Xuất Nhập Khẩu Expad,,50.0,14.5,New Zealand,Vietnam,Xoài sấy,2023-11
125,All of Vietnam,Export,2023-11-07,8045022.0,"Xoài sấy dẻo - Soft dried mango, quy cách: 1000g/gói, hàng mới 100%#&VN",Fiolina Llc,Công ty TNHH MTV Thương Mại Và Dịch Vụ Quốc Tế Thuận Vũ,,4200.0,647.4,Russia,Vietnam,Xoài sấy,2023-11
126,All of Vietnam,Export,2023-11-07,8045022.0,"Xoài sấy dẻo - Soft dried mango, quy cách: 500g/gói, hàng mới 100%#&VN",Fiolina Llc,Công ty TNHH MTV Thương Mại Và Dịch Vụ Quốc Tế Thuận Vũ,,2000.0,155.6,Russia,Vietnam,Xoài sấy,2023-11
127,All of Vietnam,Export,2023-11-06,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2638.9,Russia,Vietnam,Xoài sấy,2023-11
128,All of Vietnam,Export,2023-11-06,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2638.9,Russia,Vietnam,Xoài sấy,2023-11
129,All of Vietnam,Export,2024-05-06,20089990.0,"Xoài sấy được xếp trong khay nhựa, nhãn hiệu: DRIED MANGO PLASTIC TRAY 500GR- Packing: 500Gr/Tray, 20 Trays/Carton.Hàng mới 100%#&VN",Mega Food Service Ukraine,Công ty TNHH MTV Tam Ngọc,,11000.0,1299.9,Ukraine,Vietnam,Xoài sấy,2024-05
130,All of Vietnam,Export,2024-05-06,20089990.0,"Xoài sấy được xếp trong túi, nhãn hiệu: DRIED MANGO ZIPPER BAG 500GR - Packing: 500Gr/Bag, 20 Bags/Carton.Hàng mới 100%#&VN",Mega Food Service Ukraine,Công ty TNHH MTV Tam Ngọc,,11000.0,1438.2,Ukraine,Vietnam,Xoài sấy,2024-05
131,All of Vietnam,Export,2023-11-06,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2638.9,Russia,Vietnam,Xoài sấy,2023-11
132,All of Vietnam,Export,2024-05-04,20060000.0,"Xoài sấy dẻo - Dried Mango , 3.5 kg/Carton. Hàng mới 100%#&VN",Mmbi Corp Food Trading Limited Liability Company,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,3.5,0.4,United Arab Emirates,Vietnam,Xoài sấy,2024-05
133,All of Vietnam,Export,2024-05-04,19059090.0,"""CEREAL CAKES/BÁNH NGŨ CỐC INGREDIENT: WHEAT FLOUR, CASHEW NUTS, ALMONDS, DRIED MANGO, RAISINS NET WEIGHT: 1000GR/BAG , HÀNG QUÀ TẶNG MỚI 100%.""#&VN",Tai Nguyen,Công ty TNHH Thương Mại Dịch Vụ Vận Tải Quốc Tế Hưng Thịnh,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2024-05
134,All of Vietnam,Export,2023-10-21,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 4kg/thùng. Hàng mới 100%#&VN",Rvi (Russian Venture Investments),Công ty TNHH V.Kaus,,27000.0,2623.8,Russia,Vietnam,Xoài sấy,2023-10
135,All of Vietnam,Export,2023-10-07,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 4 x 5kg/túi/carton. Hàng mới 100%#&VN,Uab Greita Upe,Công ty TNHH Sunrise Ins,,1000.0,128.4,Vietnam,Vietnam,Xoài sấy,2023-10
136,All of Vietnam,Export,2024-05-04,20089990.0,"Xoài sấy dẻo , nhãn hiệu- SOFT DRIED MANGO. Hàng mới 100%#&VN",Akmola Energy Llc,Công ty TNHH Ba Sương - Long Mỹ,,24870.0,2941.7,China,Vietnam,Xoài sấy,2024-05
137,All of Vietnam,Export,2023-10-07,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 40 x 500gram/jar/carton. Hàng mới 100%#&VN,Uab Greita Upe,Công ty TNHH Sunrise Ins,,1300.0,182.6,Vietnam,Vietnam,Xoài sấy,2023-10
138,All of Vietnam,Export,2024-05-04,20060000.0,"Xoài sấy dẻo - Dried Mango , 5 kg/Carton. Hàng mới 100%#&VN",Mmbi Corp Food Trading Limited Liability Company,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,7500.0,921.1,United Arab Emirates,Vietnam,Xoài sấy,2024-05
139,All of Vietnam,Export,2023-10-07,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 40 x 500gram/túi zip/carton. Hàng mới 100%#&VN,Uab Greita Upe,Công ty TNHH Sunrise Ins,,2000.0,271.3,Vietnam,Vietnam,Xoài sấy,2023-10
140,All of Vietnam,Export,2024-05-03,20060000.0,"DRIED MANGO, PN NUMBER: 240498647060 , 0.5KG/BOX, MANUFACTURER: FELIX MART - XOÀI SẤY ,-HÀNG QUÀ TẶNG, MỚI 100%#&VN",Tu Do,Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,,2.0,0.3,United States of America,Vietnam,Xoài sấy,2024-05
141,All of Vietnam,Export,2024-05-03,20079990.0,"DRIED MANGO (INCLUDES 20 BAGS, EACH BAG 450G- XOÀI SẤY), HÀNG TẶNG MỚI 100%#&VN",Nguyen Minh Hoang,Công ty TNHH Thương Mại-Dịch Vụ Long Hưng Phát,,20.0,1.5,United States of America,Vietnam,Xoài sấy,2024-05
142,All of Vietnam,Export,2023-10-07,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 4 x 5kg/túi/carton. Hàng mới 100%#&VN,Uab Greita Upe,Công ty TNHH Sunrise Ins,,1000.0,128.4,Vietnam,Vietnam,Xoài sấy,2023-10
143,All of Vietnam,Export,2024-05-03,20060000.0,Xoài sấy dẻo - Soft Dried Mango 6 kgs ( 6 kgs/pack x 1 pack/carton ). Hàng mới 100% (F.O.C)#&VN,"International Dannjin Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,1.0,0.8,South Korea,Vietnam,Xoài sấy,2024-05
144,All of Vietnam,Export,2024-05-03,20060000.0,Xoài sấy dẻo - Soft Dried Mango 180g ( 180 gr/pack x 30 pack/carton ). Hàng mới 100%#&VN,"International Dannjin Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,570.0,15.2,South Korea,Vietnam,Xoài sấy,2024-05
145,All of Vietnam,Export,2024-05-03,20060000.0,Xoài sấy dẻo - Soft Dried Mango 80g ( 80 gr/pack x 50 pack/carton ). Hàng mới 100%#&VN,"International Dannjin Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,250.0,3.1,South Korea,Vietnam,Xoài sấy,2024-05
146,All of Vietnam,Export,2024-05-02,8109099.0,"DRIED MANGO (1KG/BAG)/ XOÀI SẤY DẺO , MANUFACTURE: TAN LOC CO,LTD, HÀNG TẶNG MỚI 100%#&VN",Phu Hoang,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,2.0,0.4,Vietnam,Vietnam,Xoài sấy,2024-05
147,All of Vietnam,Export,2024-05-02,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango 3 kg x 4 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,1800.0,249.2,Taiwan,Vietnam,Xoài sấy,2024-05
148,All of Vietnam,Export,2023-10-07,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 40 x 500gram/jar/carton. Hàng mới 100%#&VN,Uab Greita Upe,Công ty TNHH Sunrise Ins,,1300.0,182.6,Vietnam,Vietnam,Xoài sấy,2023-10
149,All of Vietnam,Export,2024-04-29,20089990.0,Xoài sấy dẻo/ SOFT DRIED MANGO#&VN,Aliments Medaillon Foods Inc.,CTCP Tập Đoàn Tiến Thịnh,,20528.64,3422.3,Canada,Vietnam,Xoài sấy,2024-04
150,All of Vietnam,Export,2023-10-07,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 40 x 500gram/túi zip/carton. Hàng mới 100%#&VN,Uab Greita Upe,Công ty TNHH Sunrise Ins,,2000.0,271.3,Vietnam,Vietnam,Xoài sấy,2023-10
151,All of Vietnam,Export,2023-10-05,8045022.0,"Xoài sấy khô MANGO DICES 10X10 MM FREEZE DRIED Packing: 5Kgs/box, with 8 pallets.Hàng mới 100% SXVN#&VN",Doehler Nz Limited,CTCP Công Nghiệp Thực Phẩm Thabico Tiền Giang,,100.0,222.0,New Zealand,Vietnam,Xoài sấy,2023-10
152,All of Vietnam,Export,2024-04-27,20079990.0,"Xoài sấy dẻo DRIED MANGO Net: 500 Gr, NSX: CHAU UT MUOI,Exp: 25/10/2024, hàng quà tặng, mới 100%#&VN",Tran Huyen,Chi Nhánh Công ty TNHH Samsung Sds Việt Nam Tại Thành Phố Hồ Chí Minh,,2.0,0.2,Canada,Vietnam,Xoài sấy,2024-04
153,All of Vietnam,Export,2024-04-27,8109099.0,"SOFT DRIED MANGO 150G/BAG - XOÀI SẤY DẺO, MFG: THANH LONG CO.,LTD, HÀNG CÁ NHÂN- MỚI 100%#&VN",Elena Ha,Công ty TNHH Logasia Scm,,145.0,6.2,Canada,Vietnam,Xoài sấy,2024-04
154,All of Vietnam,Export,2024-04-27,20079990.0,"""DRIED SOFT MANGO - XOÀI SẤY DẺO 1000GR/BOX, MFG: COOPMART CO., LTD , HÀNG TẶNG MỚI 100%""#&VN",Henry Vu,Công ty TNHH Gemini Garment Manufacturing,,3.0,0.2,Vietnam,Vietnam,Xoài sấy,2024-04
155,All of Vietnam,Export,2024-04-27,20060000.0,"""DRIED MANGO WITH CHILI SALT (260GRAM/BAG)/XOÀI NGÀO MUỐI ỚT LANGBIANG MANUFACTURE:NONG SAN LANGBIANG -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Betty Nguyen,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,3.0,0.2,Vietnam,Vietnam,Xoài sấy,2024-04
156,All of Vietnam,Export,2024-04-27,20060000.0,"""DRIED MANGO WITH CHILI SALT (260GRAM/BAG)/XOÀI SẤY MUỐI ỚT LINH NGA MANUFACTURE: LINH NGA -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Betty Nguyen,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,55.0,2.8,Vietnam,Vietnam,Xoài sấy,2024-04
157,All of Vietnam,Export,2024-04-27,8134090.0,"""DRIED MANGO (380G/BAG - XOÀI SẤY),MANUFACTURE: DAC SAN NGON BA MIEN ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",My Uyen,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,1.0,0.1,Vietnam,Vietnam,Xoài sấy,2024-04
158,All of Vietnam,Export,2024-04-27,20079990.0,"""DRIED MANGO MIXING CHILI SALT: XOÀI KEO RIM MUỐI ỚT (500G/ BAG) MANUFACTURER: TRUC NHI FOOD JOINT STOCK COMPANY, HÀNG TẶNG MỚI 100%""#&VN",John Vu,Công ty TNHH Logasia Scm,,14.0,0.4,United States of America,Vietnam,Xoài sấy,2024-04
159,All of Vietnam,Export,2024-04-27,8045022.0,Xoài sấy dẻo (cắt sợi) (DRIED MANGO (CUTTING SLICE)) đóng 5kg x 4 gói/carton. Hàng mới 100%#&VN,"The One B&F Co., Ltd",Công ty TNHH Sunrise Ins,,2.0,266.4,South Korea,Vietnam,Xoài sấy,2024-04
160,All of Vietnam,Export,2024-04-27,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 5kg x 4 gói/carton. Hàng mới 100%#&VN,"The One B&F Co., Ltd",Công ty TNHH Sunrise Ins,,1.0,128.2,South Korea,Vietnam,Xoài sấy,2024-04
161,All of Vietnam,Export,2023-10-05,8045022.0,"Xoài sấy khô MANGO DICES 10X10 MM FREEZE DRIED Packing: 5Kgs/box, with 8 pallets.Hàng mới 100% SXVN#&VN",Doehler Nz Limited,CTCP Công Nghiệp Thực Phẩm Thabico Tiền Giang,,100.0,222.0,New Zealand,Vietnam,Xoài sấy,2023-10
162,All of Vietnam,Export,2023-10-04,8045022.0,"Xoài sấy dẽo muối ớt hiệu Chim Cú Vàng (Dried mango ,24jars x 200g) mới 100%#&VN",East Bay Wholesales Corp,Công ty TNHH Ngô Chí Thanh,,50.0,56.9,United States of America,Vietnam,Xoài sấy,2023-10
163,All of Vietnam,Export,2024-04-26,20089990.0,"Xoài sấy được xếp trong hộp, DRIED MANGO IN PLASTIC BOX 1KG - Packing: 1Kg/Box, 16 Boxes/Carton. Hàng mới 100%#&VN",Kg Bio Llc,Công ty TNHH MTV Tam Ngọc,,10000.0,917.2,Kyrgyzstan,Vietnam,Xoài sấy,2024-04
164,All of Vietnam,Export,2024-04-26,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO IN ZIPPER BAG 500GR - Packing: 500Gr/Bag, 40 Bags/Carton. Hàng mới 100%#&VN",Kg Bio Llc,Công ty TNHH MTV Tam Ngọc,,4080.0,369.1,Kyrgyzstan,Vietnam,Xoài sấy,2024-04
165,All of Vietnam,Export,2024-04-26,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO 500GR - Packing: 500Gr/Bag, 40 Bags/Carton. Hàng mới 100%#&VN",Kg Bio Llc,Công ty TNHH MTV Tam Ngọc,,10000.0,904.7,Kyrgyzstan,Vietnam,Xoài sấy,2024-04
